row-names,var-1,var-2
obs-1,12.807842412594667,50.933979273705205
obs-2,14.254689123744207,57.59041938771997
obs-3,15.703735824201193,56.846232571635866
obs-4,11.495956361546463,50.94987748793909
obs-5,-3.543748102823054,57.22255369950237
obs-6,6.525406788205459,53.10982520498074
obs-7,2.3606368261654795,41.75658425992063
obs-8,2.293566362843129,49.830247921968784
obs-9,5.86715856838898,56.75407060735229
obs-10,14.286056964118202,62.6910551192139
obs-11,12.549877259094922,53.8117562467086
obs-12,7.048485032551435,64.21703303265909
obs-13,19.610330980248392,52.77950585237542
obs-14,15.758948001437094,60.4749616098439
obs-15,10.063963174214948,61.03236782510472
obs-16,13.085825946740277,56.026890281280714
obs-17,0.884985813844958,55.55819130001723
obs-18,9.25047083175073,52.82916123187185
obs-19,6.882575334283152,54.63439255148943
obs-20,5.103115145034735,63.52687784015079
obs-21,16.308976481989305,56.215145280299886
obs-22,7.513447626187869,49.33699095131447
obs-23,16.626134550763908,62.37490380593487
obs-24,10.742710129873394,47.14346921679326
obs-25,5.133641466196625,43.50435614880765
obs-26,12.387532337170216,62.315819329732825
obs-27,9.89978224809002,48.233320299627046
obs-28,3.1608230441923926,56.74148820069947
obs-29,11.479475682467834,53.20586381618064
obs-30,3.7962801097196266,58.24767230483452
obs-31,16.021327561558323,57.43616979117911
obs-32,-0.7789038238196042,47.32218446185305
obs-33,12.512391796196063,60.18834114829028
obs-34,7.871970991109304,57.60772100199364
obs-35,-0.2740585237597415,54.23742977511358
obs-36,26.522947588780102,55.306186077411965
obs-37,16.286384389807473,54.55932439566847
obs-38,5.833905903503828,55.48599903197274
obs-39,16.190683158515892,53.0956583789353
obs-40,16.598060000046253,56.75626037090376
obs-41,8.96888422714823,56.28920043849022
obs-42,9.62977195738862,62.18178346866139
obs-43,7.583474806245033,69.60634523353431
obs-44,8.957120921948245,53.84129021082167
obs-45,3.4208616317354856,55.70355153312903
obs-46,9.943710636730261,54.76063067357906
obs-47,9.430737166542144,64.12622693425561
obs-48,3.344171582216183,48.77287336322588
obs-49,11.387897452732217,62.34256551180423
obs-50,9.252099230399008,57.04068677406895
obs-51,1.5047185138077914,54.317158479113694
obs-52,6.619023385251875,48.140599535798636
obs-53,13.591181055131369,55.15976918600743
obs-54,15.407331930954639,51.7747062250202
obs-55,8.800845083342548,55.41885536206239
obs-56,8.877025579367464,54.21528608593577
obs-57,7.501460309183668,48.03031467268757
obs-58,4.9043522129824115,53.73997393186287
obs-59,14.970685860308633,46.68604411649608
obs-60,10.53903951153507,56.888040559862624
obs-61,10.23217473891459,54.52063394756119
obs-62,7.9346265923051735,52.22071097145259
obs-63,7.790914927213983,55.65771305684536
obs-64,14.689865573911826,63.27689565866426
obs-65,2.0390717233821567,52.176771364441755
obs-66,8.357056657776548,62.66947984819146
obs-67,3.7159875331980565,53.61388533597842
obs-68,3.1849266356013883,45.91739810930751
obs-69,9.490897622276494,56.57354590492581
obs-70,18.956126542002266,50.92103343855123
obs-71,2.7737671882735784,52.22589364503791
obs-72,12.596929236572805,53.82490865317594
obs-73,11.76163261716372,54.97081578091748
obs-74,10.238033311539136,58.70968450194583
obs-75,2.954035339404621,61.6066420679458
obs-76,5.961299492191144,48.4524428365501
obs-77,9.52971829518663,55.34282910340534
obs-78,10.351734183351928,56.28267110435613
obs-79,3.3574180886637865,60.21353395661165
obs-80,16.218098424003312,45.79108282069405
obs-81,7.759107166102731,54.059951223480084
obs-82,4.854561475443539,57.40071334285649
obs-83,13.294472993496491,46.68387208218337
obs-84,11.87591201780095,55.24383349582088
obs-85,7.409724097952087,65.75532051700806
obs-86,8.234914528007117,62.1445583837136
obs-87,7.831610107911217,54.89840116188853
obs-88,8.213963200613039,49.34638389985029
obs-89,12.340543072906222,58.08669287882614
obs-90,9.621649487101058,53.20710848613008
obs-91,20.45800932817501,50.50713109849782
obs-92,16.683421110492247,57.71962725249057
obs-93,14.501457546828547,55.36512097966492
obs-94,11.855004401556988,51.63149456622352
obs-95,9.394457254258205,61.92177596483028
obs-96,6.269584450019256,55.43433057160652
obs-97,8.649450492048835,67.99724431440431
obs-98,2.2950908075120013,60.06528093785977
obs-99,9.406421758911605,58.21323779362328
obs-100,8.967862798331339,48.1902454240952
obs-101,13.040261743892263,61.897984519535285
obs-102,2.1634943240260176,52.26695301430742
obs-103,11.910757303928381,51.43625865458934
obs-104,6.6240473337504335,48.95280219343347
obs-105,4.078317055507739,60.08569031235772
obs-106,10.201254777432414,50.10276666127001
obs-107,1.2226929631762147,46.4763656774594
obs-108,10.30675997082273,59.192687989055685
obs-109,16.62204193496447,63.0347172265315
obs-110,4.430167328374831,57.941098211514245
obs-111,7.119062770320599,57.65838822232351
obs-112,11.478034866888247,51.966405189960746
obs-113,10.157198975512774,56.601386353452995
obs-114,13.915237157046882,52.011871018180116
obs-115,4.563384946949104,54.05367152364721
obs-116,12.362965051481046,60.57443719053872
obs-117,5.641344889756741,57.71140273585338
obs-118,2.0533864779565416,67.86959273541862
obs-119,10.432871449561711,56.5710629384633
obs-120,9.518005732601372,60.90404785061445
obs-121,10.583462857359697,56.344333811033486
obs-122,8.533318042400969,61.59520996424425
obs-123,8.150565832752436,47.6121459011713
obs-124,14.13738251214453,56.66126769287556
obs-125,15.426240386574998,49.619888524465026
obs-126,17.25439746807637,52.55694287413161
obs-127,3.318729385224474,43.086196452127965
obs-128,7.825228865942359,50.22224451114677
obs-129,6.464206418711145,53.19957884505445
obs-130,5.649003173616314,53.2500262838838
obs-131,15.507726690844935,52.287642501177594
obs-132,16.755853194489227,58.439758355703404
obs-133,9.967079106611521,52.723447171359254
obs-134,4.628609583830975,60.21230877170169
obs-135,7.2030353742980076,44.662568375839186
obs-136,8.164469604639516,53.863283739519275
obs-137,7.912892213476325,53.40576718090179
obs-138,7.46409071979351,53.467332996379454
obs-139,16.018064880327685,54.831815450243795
obs-140,14.415483931085667,42.62657082875623
obs-141,9.157444555113262,52.083355788500974
obs-142,11.491542648578665,48.66947425058101
obs-143,12.53181701976407,56.723026377898535
obs-144,11.04657373413318,51.83556058937411
obs-145,15.224759294935879,53.68196850010066
obs-146,14.480590145254814,65.16401980129672
obs-147,12.091230019265527,56.652267066690456
obs-148,5.69705209464714,53.126535795523104
obs-149,11.079258664445966,63.376905695151535
obs-150,12.693416661327229,49.648704422102405
obs-151,13.645227370298308,54.51085875579038
obs-152,3.952313602201329,46.80072965265407
obs-153,2.5799156313989133,55.212763119215
obs-154,17.350763121111772,48.85506709468675
obs-155,7.087600536117928,55.44012113506644
obs-156,6.374464297982348,49.00125059332809
obs-157,11.594963751457662,57.102528695545544
obs-158,7.553742904021789,50.73206696666466
